; File generated by rgblink
00:0061 DisableLCD
07:5fde LavenderHouse2Text2.asm_65711
07:5fe4 LavenderHouse2Text2.asm_64be1
07:5fe7 LavenderHouse2Text_1d9dc
07:5fec LavenderHouse2Text_1d9e1
07:5ff1 LavenderHouse2Object
07:6011 NameRater_h
07:601d NameRaterScript
07:6020 NameRaterScript_1da15
07:602b NameRaterScript_1da20
07:6052 NameRaterScript_1da20.asm_1da47
07:605d NameRaterScript_1da20.asm_1da52
07:605f NameRaterTextPointers
07:6061 NameRaterText1
07:60b3 NameRaterText1.asm_1daa8
07:60b9 NameRaterText1.asm_1daae
07:60be NameRaterText_1dab3
07:60c3 NameRaterText_1dab8
07:60c8 NameRaterText_1dabd
07:60cd NameRaterText_1dac2
07:60d2 NameRaterText_1dac7
07:60d7 NameRaterText_1dacc
07:60dc NameRaterText_1dad1
07:60e1 NameRaterObject
07:60fb VermilionHouse1_h
07:6107 VermilionHouse1Script
07:610b VermilionHouse1TextPointers
07:6111 VermilionHouse1Text1
07:6116 VermilionHouse1Text2
07:6126 VermilionHouse1Text3
07:612b VermilionHouse1Object
07:6151 VermilionDock_h
07:615d VermilionDockScript
07:6198 VermilionDockScript.asm_1db8d
07:61a8 VermilionDockPostActions
07:61b1 VermilionDockScriptAA
07:61c7 VermilionDock_1db9b
07:6236 VermilionDock_1db9b.asm_1dbfa
07:6277 VermilionDock_1db9b.asm_1dc11
07:627c VermilionDock_1db9b.asm_1dc16
07:62ad VermilionDock_AnimSmokePuffDriftRight
07:62bb VermilionDock_AnimSmokePuffDriftRight.loop
07:62c4 VermilionDock_EmitSmokePuff
07:62df VermilionDockOAMBlock
07:62e7 VermilionDock_1dc7c
07:62f1 VermilionDock_1dc7c.asm_1dc86
07:62f6 VermilionDock_1dc7c.asm_1dc8e
07:62fc VermilionDock_EraseSSAnne
07:6327 VermilionDockTextPointers
07:632b VermilionDockText1
07:6330 VermilionDockText2
07:6380 VermilionDockText2.seigagoodbye
07:6386 VermilionDockText2.text2end
07:6389 VermilionDockSeigaChallenge
07:638e VermilionDockSeigaIntro
07:6393 VermilionDockSeigaDefeat
07:6398 VermilionDockSeigaVictory
07:639d VermilionDockSeigaBye
07:63a2 VermilionDockSeigaPre
07:63a7 VermilionDockObject
07:63c3 VermilionDockBlocks
07:6417 CeladonMansion5_h
07:6423 CeladonMansion5Script
07:6426 CeladonMansion5TextPointers
07:642a CeladonMansion5Text1
07:642f CeladonMansion5Text2
07:6442 CeladonMansion5Text2.asm_24365
07:6445 CeladonMansion5Object
07:6465 FuchsiaMart_h
07:6471 FuchsiaMartScript
07:6474 FuchsiaMartTextPointers
07:647a FuchsiaMartText2
07:647f FuchsiaMartText3
07:6484 FuchsiaMartObject
07:64aa FuchsiaMartBlocks
07:64ba SaffronHouse1_h
07:64c6 SaffronHouse1Script
07:64c9 SaffronHouse1TextPointers
07:64d5 SaffronHouse1Text1
07:64da SaffronHouse1Text2
07:64e7 SaffronHouse1Text3
07:64ec SaffronHouse1Text4
07:64f1 MoveDeleterText
07:64f6 MoveRelearnerText
07:64fb SaffronHouse1Object
07:6533 MoveDeleterText1
07:653a MoveDeleterText1.jumpback
07:6583 MoveDeleterText1.chooseMove
07:65e1 MoveDeleterText1.exit
07:65ea DeleteMove
07:65ec DeleteMove.searchLoop
07:65f3 DeleteMove.foundMoveLoop
07:6607 DeleteMove.zeroLastMove
07:6610 PrepareDeletableMoveList
07:6623 PrepareDeletableMoveList.loop
07:662f PrepareDeletableMoveList.done
07:6637 MoveDeleterGreetingText
07:663c MoveDeleterSaidYesText
07:6641 MoveDeleterWhichMoveText
07:6646 MoveDeleterConfirmText
07:664b MoveDeleterForgotText
07:6650 MoveDeleterByeText
07:6655 MoveDeleterOneMoveText
07:665a MoveRelearnerText1
07:6682 MoveRelearnerText1.enoughMoney
07:66c6 MoveRelearnerText1.chooseMove
07:6737 MoveRelearnerText1.exit
07:6740 MoveRelearnerGreetingText
07:6745 MoveRelearnerSaidYesText
07:674a MoveRelearnerNotEnoughMoneyText
07:674f MoveRelearnerWhichMoveText
07:6754 MoveRelearnerByeText
07:6759 MoveRelearnerNoMovesText
07:675e SaffronHouse2_h
07:676a SaffronHouse2Script
07:676d SaffronHouse2TextPointers
07:676f SaffronHouse2Text1
07:6792 SaffronHouse2Text1.BagFull
07:679a SaffronHouse2Text1.asm_9e72b
07:67a3 SaffronHouse2Text1.asm_fe4e1
07:67a6 TM29PreReceiveText
07:67ab ReceivedTM29Text
07:67b1 TM29ExplanationText
07:67b6 TM29NoRoomText
07:67bb MrPsychicTutor
07:67c3 MrPsychicTutor.next
07:67db MrPsychicTutor.finish
07:67dc MrPsychicTutor.Text1
07:6831 MrPsychicTutor.learnmove
07:6866 SaffronHouse2Object
07:6880 DiglettsCaveRoute2_h
07:688c DiglettsCaveRoute2Script
07:6894 DiglettsCaveRoute2TextPointers
07:6896 DiglettsCaveRoute2Text1
07:689b DiglettsCaveRoute2Object
07:68bd Route2House_h
07:68c9 Route2HouseScript
07:68d0 Route2HouseTextPointers
07:68d6 Route2HouseText1
07:6903 Route2HouseText1.end
07:6906 Route2HouseText1.end2
07:6909 Route2HouseText2
07:6917 Route2HouseText3
07:691c Route2HouseText1_cont
07:6921 Route2HouseObject
07:6941 Route5Gate_h
07:694d Route5GateScript
07:6959 Route5GateScriptPointers
07:695d Route5GateScript_1df43
07:696a Route5GateScript0
07:699c Route5GateScript0.asm_1df82
07:69a9 CoordsData_1df8f
07:69ae Route5GateScript1
07:69be Route5GateTextPointers
07:69c4 Route5GateText1
07:69c4 Route6GateText1
07:69c4 Route7GateText1
07:69c4 Route8GateText1
07:69ea Route5GateText1.asm_768a2
07:69f8 Route5GateText1.asm_88856
07:6a01 Route5GateText2
07:6a01 Route6GateText2
07:6a01 Route7GateText2
07:6a01 Route8GateText2
07:6a06 Route5GateText3
07:6a06 Route6GateText3
07:6a06 Route7GateText3
07:6a06 Route8GateText3
07:6a10 SaffronGateText_1dff6
07:6a15 Route5GateObject
07:6a3f Route5GateBlocks
07:6a4b Route6Gate_h
07:6a57 Route6GateScript
07:6a64 Route6GateScriptPointers
07:6a68 Route6GateScript0
07:6a9a Route6GateScript0.asm_1e080
07:6aa6 CoordsData_1e08c
07:6aab Route6GateScript1
07:6abb Route6GateScript_1e0a1
07:6ad2 Route6GateTextPointers
07:6ad8 Route6GateObject
07:6b02 Route6GateBlocks
07:6b0e Route7Gate_h
07:6b1a Route7GateScript
07:6b27 Route7GateScriptPointers
07:6b2b Route7GateScript_1e111
07:6b42 Route7GateScript0
07:6b74 Route7GateScript0.asm_1e15a
07:6b81 CoordsData_1e167
07:6b86 Route7GateScript1
07:6b99 Route7GateTextPointers
07:6b9f Route7GateObject
07:6bc9 Route7GateBlocks
07:6bd5 Route8Gate_h
07:6be1 Route8GateScript
07:6bed Route8GateScriptPointers
07:6bf1 Route8GateScript_1e1d7
07:6c08 Route8GateScript0
07:6c3a Route8GateScript0.asm_1e220
07:6c46 CoordsData_1e22c
07:6c4b Route8GateScript1
07:6c5b Route8GateTextPointers
07:6c61 Route8GateObject
07:6c8b Route8GateBlocks
07:6c97 UndergroundPathEntranceRoute8_h
07:6ca3 UndergroundPathEntranceRoute8Script
07:6cab UndergroundPathEntranceRoute8TextPointers
07:6cad UndergroundPathEntranceRoute8Text1
07:6cb2 UndergroundPathEntranceRoute8Object
07:6cd4 PowerPlant_h
07:6ce0 PowerPlantScript
07:6cf3 PowerPlantScript.ScriptPointers
07:6cf9 PowerPlantTextPointers
07:6d15 Voltorb0TrainerHeader
07:6d21 Voltorb1TrainerHeader
07:6d2d Voltorb2TrainerHeader
07:6d39 Voltorb3TrainerHeader
07:6d45 Voltorb4TrainerHeader
07:6d51 Voltorb5TrainerHeader
07:6d5d Voltorb6TrainerHeader
07:6d69 Voltorb7TrainerHeader
07:6d75 ZapdosTrainerHeader
07:6d82 InitVoltorbBattle
07:6d9a Voltorb0Text
07:6da0 Voltorb1Text
07:6da6 Voltorb2Text
07:6dac Voltorb3Text
07:6db2 Voltorb4Text
07:6db8 Voltorb5Text
07:6dbe Voltorb6Text
07:6dc4 Voltorb7Text
07:6dca ZapdosText
07:6dd0 VoltorbBattleText
07:6dd5 ZapdosBattleText
07:6de5 PowerPlantObject
07:6e6c PowerPlantBlocks
07:6fd4 DiglettsCaveEntranceRoute11_h
07:6fe0 DiglettsCaveEntranceRoute11Script
07:6fe9 DiglettsCaveEntranceRoute11TextPointers
07:6feb DiglettsCaveEntranceRoute11Text1
07:6ff0 DiglettsCaveEntranceRoute11Object
07:7012 Route16House_h
07:701e Route16HouseScript
07:7021 Route16HouseTextPointers
07:7025 Route16HouseText1
07:7048 Route16HouseText1.BagFull
07:704b Route16HouseText1.asm_13616
07:7051 Route16HouseText3
07:7056 ReceivedHM02Text
07:705c HM02ExplanationText
07:7061 HM02NoRoomText
07:7066 Route16HouseText2
07:707b Route16HouseText_1e652
07:7080 CheckFearowTutor
07:708c CheckFearowTutor.next
07:70ca CheckFearowTutor.finish
07:70d1 CheckFearowTutor.Text1
07:70f1 Route16HouseObject
07:7111 Route22Gate_h
07:711d Route22GateScript
07:7134 Route22GateScript.asm_1e69a
07:7138 Route22GateScriptPointers
07:713e Route22GateScript0
07:714f Route22GateScriptCoords
07:7154 Route22GateScript_1e6ba
07:7167 Route22GateScript1
07:7178 Route22GateScript2
07:7179 Route22GateTextPointers
07:717d Route22GateText2
07:718b Route22GateText1
07:71a0 Route22GateText1.asm_1e6f6
07:71a8 Route22GateText1.asm_1e6fe
07:71ae Route22GateText_1e704
07:71bf Route22GateText_1e715
07:71c4 Route22GateText_1e71a
07:71ca Route22GateObject
07:71fa Route22GateBlocks
07:720e BillsHouse_h
07:721a BillsHouseScript
07:7226 BillsHouseScriptPointers
07:7234 BillsHouseScript0
07:7235 BillsHouseScript1
07:7241 BillsHouseScript1.notDown
07:724e MovementData_1e79c
07:7252 MovementData_1e7a0
07:7258 BillsHouseScript2
07:7277 BillsHouseScript3
07:72b9 MovementData_1e807
07:72bf BillsHouseScript4
07:72d9 BillsHouseScript5
07:72e6 BillsHouseTextPointers
07:72ee BillsHouseText4
07:72ef BillsHouseText1
07:72ff BillsHouseText1.asm_1e84d
07:730c BillsHouseText1.asm_1e85a
07:7314 BillsHouseText1.asm_1e862
07:7317 BillsHouseText_1e865
07:731c BillsHouseText_1e86a
07:7321 BillsHouseText_1e86f
07:7326 BillsHouseText2
07:735b BillsHouseText2.asm_1e8a9
07:7363 BillsHouseText2.BagFull
07:7369 BillsHouseText2.asm_1e8b7
07:736c BillThankYouText
07:7371 SSTicketReceivedText
07:7378 SSTicketNoRoomText
07:737d BillsHouseText_1e8cb
07:7382 BillsHouseText3
07:7394 BillsHouseText3.next
07:739a BillsHouseText3.done
07:73a0 BillsGarden
07:73b8 BillsHouseText_1e8da
07:73bd BillGardenText
07:73c2 BillTutor
07:73d2 BillTutor.next
07:73ea BillTutor.finish
07:73eb BillTutor.Text1
07:743c BillTutor.learnmove
07:7471 BillsHouseObject
07:749b BillsHouseBlocks
07:74ab OpenOaksPC
07:74c8 OpenOaksPC.closePC
07:74d1 GetDexRatedText
07:74d6 ClosedOaksPCText
07:74dc AccessedOaksPCText
07:74e1 PrintNewBikeText
07:74e9 NewBicycleText
07:74ee DisplayOakLabLeftPoster
07:74f6 PushStartText
07:74fb DisplayOakLabRightPoster
07:7511 DisplayOakLabRightPoster.ownLessThanTwo
07:7514 SaveOptionText
07:7519 StrengthsAndWeaknessesText
07:751e SafariZoneCheck
07:752d SafariZoneCheckSteps
07:7541 SafariZoneGameStillGoing
07:7546 SafariZoneGameOver
07:7558 SafariZoneGameOver.waitForMusicToPlay
07:7583 PrintSafariGameOverText
07:758d SafariGameOverText
07:759a SafariGameOverText.noMoreSafariBalls
07:75a3 TimesUpText
07:75a8 GameOverText
07:75ad PrintCinnabarQuiz
07:75bb CinnabarGymQuiz
07:75f1 CinnabarGymQuizIntroText
07:75f6 CinnabarQuizQuestions
07:7602 CinnabarQuizQuestionsText1
07:7607 CinnabarQuizQuestionsText2
07:760c CinnabarQuizQuestionsText3
07:7611 CinnabarQuizQuestionsText4
07:7616 CinnabarQuizQuestionsText5
07:761b CinnabarQuizQuestionsText6
07:7620 CinnabarGymGateFlagAction
07:7628 CinnabarGymQuiz_1ea92
07:764e CinnabarGymQuiz_1ea92.wrongAnswer
07:7679 CinnabarGymQuizCorrectText
07:769b CinnabarGymQuizIncorrectText
07:76a0 UpdateCinnabarGymGateTileBlocks_
07:76a4 UpdateCinnabarGymGateTileBlocks_.loop
07:76cc UpdateCinnabarGymGateTileBlocks_.unlocked
07:76ce UpdateCinnabarGymGateTileBlocks_.next
07:76de CinnabarGymGateCoords
07:76f6 PrintMagazinesText
07:76ff MagazinesText
07:7704 BillsHousePC
07:771c BillsHousePC.displayBillsHouseMonitorText
07:7721 BillsHousePC.doCellSeparator
07:7768 BillsHousePC.displayBillsHousePokemonList
07:7773 BillsHouseMonitorText
07:7778 BillsHouseInitiatedText
07:779b BillsHousePokemonList
07:77c3 BillsHousePokemonList.billsPokemonLoop
07:7802 BillsHousePokemonList.displayPokedex
07:780a BillsHousePokemonList.cancel
07:7815 BillsHousePokemonListText1
07:781a BillsMonListText
07:7840 BillsHousePokemonListText2
07:7845 DisplayOakLabEmailText
07:7853 OakLabEmailText
08:4000 SFX_Headers_2
08:4003 SFX_Snare1_2
08:4006 SFX_Snare2_2
08:4009 SFX_Snare3_2
08:400c SFX_Snare4_2
08:400f SFX_Snare5_2
08:4012 SFX_Triangle1_2
08:4015 SFX_Triangle2_2
08:4018 SFX_Snare6_2
08:401b SFX_Snare7_2
08:401e SFX_Snare8_2
08:4021 SFX_Snare9_2
08:4024 SFX_Cymbal1_2
08:4027 SFX_Cymbal2_2
08:402a SFX_Cymbal3_2
08:402d SFX_Muted_Snare1_2
08:4030 SFX_Triangle3_2
08:4033 SFX_Muted_Snare2_2
08:4036 SFX_Muted_Snare3_2
08:4039 SFX_Muted_Snare4_2
08:403c SFX_Cry00_2
08:4045 SFX_Cry01_2
08:404e SFX_Cry02_2
08:4057 SFX_Cry03_2
08:4060 SFX_Cry04_2
08:4069 SFX_Cry05_2
08:4072 SFX_Cry06_2
08:407b SFX_Cry07_2
08:4084 SFX_Cry08_2
08:408d SFX_Cry09_2
08:4096 SFX_Cry0A_2
08:409f SFX_Cry0B_2
08:40a8 SFX_Cry0C_2
08:40b1 SFX_Cry0D_2
08:40ba SFX_Cry0E_2
08:40c3 SFX_Cry0F_2
08:40cc SFX_Cry10_2
08:40d5 SFX_Cry11_2
08:40de SFX_Cry12_2
08:40e7 SFX_Cry13_2
08:40f0 SFX_Cry14_2
08:40f9 SFX_Cry15_2
08:4102 SFX_Cry16_2
08:410b SFX_Cry17_2
08:4114 SFX_Cry18_2
08:411d SFX_Cry19_2
08:4126 SFX_Cry1A_2
08:412f SFX_Cry1B_2
08:4138 SFX_Cry1C_2
08:4141 SFX_Cry1D_2
08:414a SFX_Cry1E_2
08:4153 SFX_Cry1F_2
08:415c SFX_Cry20_2
08:4165 SFX_Cry21_2
08:416e SFX_Cry22_2
08:4177 SFX_Cry23_2
08:4180 SFX_Cry24_2
08:4189 SFX_Cry25_2
08:4192 SFX_Level_Up
08:419b SFX_Get_Item2_2
08:41a4 SFX_Tink_2
08:41a7 SFX_Heal_HP_2
08:41aa SFX_Heal_Ailment_2
08:41ad SFX_Start_Menu_2
08:41b0 SFX_Press_AB_2
08:41b3 SFX_Ball_Toss
08:41b9 SFX_Ball_Poof
08:41bf SFX_Faint_Thud
08:41c5 SFX_Run
08:41c8 SFX_Dex_Page_Added
08:41ce SFX_Caught_Mon
08:41d7 SFX_Peck
08:41da SFX_Faint_Fall
08:41dd SFX_Battle_09
08:41e0 SFX_Pound
08:41e3 SFX_Battle_0B
08:41e6 SFX_Battle_0C
08:41e9 SFX_Battle_0D
08:41ec SFX_Battle_0E
08:41ef SFX_Battle_0F
08:41f2 SFX_Damage
08:41f5 SFX_Not_Very_Effective
08:41f8 SFX_Battle_12
08:41fb SFX_Battle_13
08:41fe SFX_Battle_14
08:4201 SFX_Vine_Whip
08:4204 SFX_Battle_16
08:4207 SFX_Battle_17
08:420a SFX_Battle_18
08:420d SFX_Battle_19
08:4210 SFX_Super_Effective
08:4213 SFX_Battle_1B
08:4216 SFX_Battle_1C
08:4219 SFX_Doubleslap
08:421c SFX_Battle_1E
08:4222 SFX_Horn_Drill
08:4225 SFX_Battle_20
08:4228 SFX_Battle_21
08:422b SFX_Battle_22
08:422e SFX_Battle_23
08:4231 SFX_Battle_24
08:4237 SFX_Battle_25
08:423a SFX_Battle_26
08:423d SFX_Battle_27
08:4246 SFX_Battle_28
08:424f SFX_Battle_29
08:4255 SFX_Battle_2A
08:425e SFX_Battle_2B
08:4264 SFX_Battle_2C
08:426d SFX_Psybeam
08:4276 SFX_Battle_2E
08:427f SFX_Battle_2F
08:4288 SFX_Psychic_M
08:4291 SFX_Battle_31
08:4297 SFX_Battle_32
08:429d SFX_Battle_33
08:42a3 SFX_Battle_34
08:42ac SFX_Battle_35
08:42b2 SFX_Battle_36
08:42bb SFX_Silph_Scope
08:42be Music_GymLeaderBattle
08:42be Music_Audio2Start
08:42c7 Music_TrainerBattle
08:42d0 Music_WildBattle
08:42d9 Music_FinalBattle
08:42e2 Music_DefeatedTrainer
08:42eb Music_DefeatedWildMon
08:42f4 Music_DefeatedGymLeader
08:42fd Music_Audio2End
08:42fd SFX_Snare1_2_Ch7
08:4301 SFX_Snare2_2_Ch7
08:4305 SFX_Snare3_2_Ch7
08:4309 SFX_Snare4_2_Ch7
08:430d SFX_Snare5_2_Ch7
08:4320 SFX_Triangle1_2_Ch7
08:4324 SFX_Triangle2_2_Ch7
08:432b SFX_Snare6_2_Ch7
08:432f SFX_Snare7_2_Ch7
08:4333 SFX_Snare8_2_Ch7
08:4337 SFX_Snare9_2_Ch7
08:433b SFX_Cymbal1_2_Ch7
08:433f SFX_Cymbal2_2_Ch7
08:4343 SFX_Cymbal3_2_Ch7
08:4347 SFX_Muted_Snare1_2_Ch7
08:434e SFX_Triangle3_2_Ch7
08:4355 SFX_Muted_Snare2_2_Ch7
08:4359 SFX_Muted_Snare3_2_Ch7
08:435d SFX_Muted_Snare4_2_Ch7
08:4361 Audio2_WavePointers
08:4373 Audio2_WavePointers.wave0
08:4383 Audio2_WavePointers.wave1
08:4393 Audio2_WavePointers.wave2
08:43a3 Audio2_WavePointers.wave3
08:43b3 Audio2_WavePointers.wave4
08:43c3 SFX_Press_AB_2_Ch4
08:43c3 Audio2_WavePointers.wave5
08:43d6 SFX_Start_Menu_2_Ch7
08:43dd SFX_Tink_2_Ch4
08:43ee SFX_Heal_HP_2_Ch4
08:43fd SFX_Heal_Ailment_2_Ch4
08:4412 SFX_Silph_Scope_Ch4
08:442d SFX_Ball_Toss_Ch4
08:4438 SFX_Ball_Toss_Ch5
08:443f SFX_Ball_Poof_Ch4
08:444a SFX_Ball_Poof_Ch7
08:444e SFX_Faint_Thud_Ch4
08:4455 SFX_Faint_Thud_Ch7
08:445f SFX_Run_Ch7
08:4481 SFX_Dex_Page_Added_Ch4
08:4492 SFX_Dex_Page_Added_Ch5
08:449d SFX_08_PokeFlute_Ch6
08:44ac SFX_Peck_Ch7
08:44b0 SFX_Faint_Fall_Ch4
08:44bb SFX_Battle_09_Ch4
08:44c6 SFX_Pound_Ch7
08:44ca SFX_Battle_0B_Ch7
08:44ce SFX_Battle_0C_Ch7
08:44d8 SFX_Battle_0D_Ch7
08:44e2 SFX_Battle_0E_Ch7
08:44e9 SFX_Battle_0F_Ch7
08:44f6 SFX_Damage_Ch7
08:4500 SFX_Not_Very_Effective_Ch7
08:450d SFX_Battle_12_Ch7
08:451b SFX_Battle_13_Ch7
08:4528 SFX_Battle_14_Ch7
08:4535 SFX_Vine_Whip_Ch7
08:454e SFX_Battle_16_Ch7
08:4558 SFX_Battle_17_Ch7
08:4565 SFX_Battle_18_Ch7
08:456c SFX_Battle_19_Ch7
08:4576 SFX_Super_Effective_Ch7
08:457d SFX_Battle_1B_Ch7
08:4584 SFX_Battle_1C_Ch7
08:458e SFX_Doubleslap_Ch7
08:4595 SFX_Battle_1E_Ch4
08:45a6 SFX_Battle_1E_Ch7
08:45b3 SFX_Horn_Drill_Ch7
08:45c0 SFX_Battle_20_Ch7
08:45c7 SFX_Battle_21_Ch7
08:45d7 SFX_Battle_22_Ch7
08:45de SFX_Battle_23_Ch7
08:45ee SFX_Battle_24_Ch4
08:45f9 SFX_Battle_24_Ch7
08:4600 SFX_Battle_25_Ch7
08:4610 SFX_Battle_26_Ch7
08:4626 SFX_Battle_27_Ch4
08:462c SFX_Battle_27_branch_2062a
08:4639 SFX_Battle_27_Ch5
08:463f SFX_Battle_27_branch_2063d
08:464c SFX_Battle_27_Ch7
08:4657 SFX_Battle_28_Ch4
08:4666 SFX_Battle_28_Ch5
08:4675 SFX_Battle_28_Ch7
08:4680 SFX_Battle_29_Ch4
08:4697 SFX_Battle_29_Ch7
08:46ab SFX_Battle_2A_Ch4
08:46c6 SFX_Battle_2A_Ch5
08:46dd SFX_Battle_2A_Ch7
08:46ee SFX_Battle_2B_Ch4
08:470d SFX_Battle_2B_Ch7
08:4724 SFX_Battle_2C_Ch4
08:4737 SFX_Battle_2C_Ch5
08:474a SFX_Battle_2C_Ch7
08:475b SFX_Psybeam_Ch4
08:4772 SFX_Psybeam_Ch5
08:4789 SFX_Psybeam_Ch7
08:4794 SFX_Battle_2E_Ch4
08:47ab SFX_Battle_2E_Ch5
08:47c2 SFX_Battle_2E_Ch7
08:47d3 SFX_Battle_2F_Ch4
08:47e2 SFX_Battle_2F_Ch5
08:47f1 SFX_Battle_2F_Ch7
08:47fc SFX_Psychic_M_Ch4
08:481b SFX_Psychic_M_Ch5
08:4836 SFX_Psychic_M_Ch7
08:4849 SFX_Battle_31_Ch4
08:4860 SFX_Battle_31_Ch5
08:4877 SFX_Battle_32_Ch4
08:4882 SFX_Battle_32_Ch5
08:4889 SFX_Battle_33_Ch4
08:48a0 SFX_Battle_33_Ch5
08:48b7 SFX_Battle_34_Ch4
08:48c6 SFX_Battle_34_Ch5
08:48d5 SFX_Battle_34_Ch7
08:48e2 SFX_Battle_35_Ch4
08:48f2 SFX_Battle_35_Ch5
08:4904 SFX_Battle_36_Ch4
08:4932 SFX_Battle_36_branch_20930
08:4943 SFX_Battle_36_Ch5
08:4982 SFX_Battle_36_Ch7
08:498d SFX_Unused_2_Ch4
08:49a8 SFX_Unused_2_Ch5
08:49c3 SFX_Unused_2_Ch7
08:49d9 SFX_Cry09_2_Ch4
08:49f6 SFX_Cry09_2_Ch5
08:4a17 SFX_Cry09_2_Ch7
08:4a30 SFX_Cry23_2_Ch4
08:4a47 SFX_Cry23_2_Ch5
08:4a5a SFX_Cry23_2_Ch7
08:4a67 SFX_Cry24_2_Ch4
08:4a8a SFX_Cry24_2_Ch5
08:4aad SFX_Cry24_2_Ch7
08:4abd SFX_Cry11_2_Ch4
08:4adc SFX_Cry11_2_Ch5
08:4aff SFX_Cry11_2_Ch7
08:4b15 SFX_Cry25_2_Ch4
08:4b2c SFX_Cry25_2_Ch5
08:4b43 SFX_Cry25_2_Ch7
08:4b50 SFX_Cry03_2_Ch4
08:4b6f SFX_Cry03_2_Ch5
08:4b8e SFX_Cry03_2_Ch7
08:4b9b SFX_Cry0F_2_Ch4
08:4bb6 SFX_Cry0F_2_Ch5
08:4bd1 SFX_Cry0F_2_Ch7
08:4be1 SFX_Cry10_2_Ch4
08:4c04 SFX_Cry10_2_Ch5
08:4c27 SFX_Cry10_2_Ch7
08:4c31 SFX_Cry00_2_Ch4
08:4c40 SFX_Cry00_2_Ch5
08:4c4f SFX_Cry00_2_Ch7
08:4c59 SFX_Cry0E_2_Ch4
08:4c6c SFX_Cry0E_2_Ch5
08:4c7f SFX_Cry0E_2_Ch7
08:4c89 SFX_Cry06_2_Ch4
08:4ca3 SFX_Cry06_2_Ch5
08:4ca4 SFX_Cry06_2_Ch7
08:4cb7 SFX_Cry07_2_Ch4
08:4cc6 SFX_Cry07_2_Ch5
08:4cd5 SFX_Cry07_2_Ch7
08:4cdf SFX_Cry05_2_Ch4
08:4cf2 SFX_Cry05_2_Ch5
08:4d04 SFX_Cry05_2_Ch7
08:4d05 SFX_Cry0B_2_Ch4
08:4d30 SFX_Cry0B_2_Ch5
08:4d4f SFX_Cry0B_2_Ch7
08:4d68 SFX_Cry0C_2_Ch4
08:4d8f SFX_Cry0C_2_Ch5
08:4db5 SFX_Cry0C_2_Ch7
08:4db6 SFX_Cry02_2_Ch4
08:4dc5 SFX_Cry02_2_Ch5
08:4dd3 SFX_Cry02_2_Ch7
08:4dd4 SFX_Cry0D_2_Ch4
08:4df3 SFX_Cry0D_2_Ch5
08:4e22 SFX_Cry0D_2_Ch7
08:4e41 SFX_Cry01_2_Ch4
08:4e54 SFX_Cry01_2_Ch5
08:4e67 SFX_Cry01_2_Ch7
08:4e74 SFX_Cry0A_2_Ch4
08:4e93 SFX_Cry0A_2_Ch5
08:4eb6 SFX_Cry0A_2_Ch7
08:4ecf SFX_Cry08_2_Ch4
08:4ee2 SFX_Cry08_2_Ch5
08:4ef5 SFX_Cry08_2_Ch7
08:4eff SFX_Cry04_2_Ch4
08:4f1e SFX_Cry04_2_Ch5
08:4f3d SFX_Cry04_2_Ch7
08:4f50 SFX_Cry19_2_Ch4
08:4f5f SFX_Cry19_2_Ch5
08:4f71 SFX_Cry19_2_Ch7
08:4f72 SFX_Cry16_2_Ch4
08:4f81 SFX_Cry16_2_Ch5
08:4f90 SFX_Cry16_2_Ch7
08:4f9a SFX_Cry1B_2_Ch4
08:4fb1 SFX_Cry1B_2_Ch5
08:4fc8 SFX_Cry1B_2_Ch7
08:4fd5 SFX_Cry12_2_Ch4
08:4fe8 SFX_Cry12_2_Ch5
08:4ffb SFX_Cry12_2_Ch7
08:5008 SFX_Cry13_2_Ch4
08:5023 SFX_Cry13_2_Ch5
08:503e SFX_Cry13_2_Ch7
08:5051 SFX_Cry14_2_Ch4
08:5060 SFX_Cry14_2_Ch5
08:506f SFX_Cry14_2_Ch7
08:5079 SFX_Cry1E_2_Ch4
08:509c SFX_Cry1E_2_Ch5
08:50c3 SFX_Cry1E_2_Ch7
08:50df SFX_Cry15_2_Ch4
08:50fa SFX_Cry15_2_Ch5
08:5115 SFX_Cry15_2_Ch7
08:5128 SFX_Cry17_2_Ch4
08:513b SFX_Cry17_2_Ch5
08:514e SFX_Cry17_2_Ch7
08:515b SFX_Cry1C_2_Ch4
08:517e SFX_Cry1C_2_Ch5
08:5199 SFX_Cry1C_2_Ch7
08:51a9 SFX_Cry1A_2_Ch4
08:51c4 SFX_Cry1A_2_Ch5
08:51df SFX_Cry1A_2_Ch7
08:51f2 SFX_Cry1D_2_Ch4
08:520d SFX_Cry1D_2_Ch5
08:5228 SFX_Cry1D_2_Ch7
08:5238 SFX_Cry18_2_Ch4
08:525b SFX_Cry18_2_Ch5
08:527e SFX_Cry18_2_Ch7
08:5291 SFX_Cry1F_2_Ch4
08:52a4 SFX_Cry1F_2_Ch5
08:52b7 SFX_Cry1F_2_Ch7
08:52c4 SFX_Cry20_2_Ch4
08:52d7 SFX_Cry20_2_Ch5
08:52ea SFX_Cry20_2_Ch7
08:52f7 SFX_Cry21_2_Ch4
08:531a SFX_Cry21_2_Ch5
08:533c SFX_Cry21_2_Ch7
08:533d SFX_Cry22_2_Ch4
08:5350 SFX_Cry22_2_Ch5
08:5363 SFX_Cry22_2_Ch7
08:5370 Music_DoLowHealthAlarm
08:537c Music_DoLowHealthAlarm.yes_alarm_check_tone
